name,supplier_primary_email,supplier_secondary_email,supplier_type,supplier_business_name,supplier_business_register_no,contact_no,address,description,supplier_website,supplier_tel_no,supplier_mobile,supplier_fax,supplier_city,supplier_location_latitude,supplier_location_longitude,email,asset_categories
Advanced Systems,supplier0806.primary@hotmail.com,supplier0806.secondary@hotmail.com,Company,Advanced Systems,BR528813248,+1-235-951-9738,"1748 River Road, San Diego, TX 79083",Leading supplier of quality products,https://www.supplier0806.com,+1-551-754-2648,+1-401-163-6826,+1-867-848-9122,San Diego,47.287668,-94.404696,supplier0806@hotmail.com,Stationery
United Industries,supplier0807.primary@hotmail.com,supplier0807.secondary@hotmail.com,Company,United Industries,BR609648676,+1-769-369-9563,"5857 Maple Lane, Phoenix, IL 83997",Comprehensive product range and services,https://www.supplier0807.com,+1-380-439-4293,+1-807-575-1449,+1-641-306-8222,Phoenix,27.0483624,-94.559351,supplier0807@hotmail.com,Stationery
Premier Group,supplier0808.primary@gmail.com,supplier0808.secondary@gmail.com,Company,Premier Group,BR514577802,+1-423-580-6139,"2377 Lake Avenue, Phoenix, CA 65920",Leading supplier of quality products,https://www.supplier0808.com,+1-484-920-8421,+1-374-806-9407,+1-203-994-8612,Phoenix,44.8865736,-94.569303,supplier0808@gmail.com,Electronics
Jane Brown,supplier0809.primary@yahoo.com,supplier0809.secondary@yahoo.com,Individual,International Enterprises,BR745767611,+1-423-754-4796,"4560 Oak Boulevard, San Antonio, IL 15657",Professional grade equipment supplier,https://www.supplier0809.com,+1-579-221-8720,+1-362-864-3527,+1-909-374-1409,San Antonio,29.1207211,-80.082437,supplier0809@yahoo.com,IT Equipment
Smart Industries,supplier0810.primary@gmail.com,supplier0810.secondary@gmail.com,Company,Smart Industries,BR573673026,+1-798-453-2968,"7556 Maple Lane, San Jose, FL 53758",Industry-leading technology provider,https://www.supplier0810.com,+1-553-330-3060,+1-241-336-3371,+1-276-340-1970,San Jose,39.691607,-78.01415,supplier0810@gmail.com,"Medical Supplies,IT Equipment,Stationery"
Sarah Garcia,supplier0811.primary@hotmail.com,supplier0811.secondary@hotmail.com,Individual,Tech Systems,BR208110695,+1-935-539-5453,"8945 Maple Street, Houston, NY 64898",Trusted partner for business solutions,https://www.supplier0811.com,+1-588-444-8877,+1-628-507-6843,+1-624-732-8372,Houston,39.6982861,-114.685798,supplier0811@hotmail.com,"Stationery,Medical Supplies,Furniture"
John Jones,supplier0812.primary@business.com,supplier0812.secondary@business.com,Individual,Smart Systems,BR652252713,+1-824-614-2676,"9093 Park Street, New York, IL 38425",Leading supplier of quality products,https://www.supplier0812.com,+1-551-698-1579,+1-523-923-8849,+1-594-584-3686,New York,26.4796866,-90.478844,supplier0812@business.com,Safety Equipment
United Group,supplier0813.primary@gmail.com,supplier0813.secondary@gmail.com,Company,United Group,BR726263963,+1-877-801-8155,"803 Maple Road, San Jose, MI 69138",Comprehensive product range and services,https://www.supplier0813.com,+1-522-737-4742,+1-725-377-9986,+1-683-877-6064,San Jose,42.3833048,-72.1451,supplier0813@gmail.com,"Medical Supplies,Electronics"
United Systems,supplier0814.primary@business.com,supplier0814.secondary@business.com,Company,United Systems,BR107617174,+1-878-946-6919,"2069 Main Lane, San Jose, OH 75264",Leading supplier of quality products,https://www.supplier0814.com,+1-820-411-9672,+1-802-297-7845,+1-519-501-7803,San Jose,38.6631959,-80.979343,supplier0814@business.com,"Electronics,Stationery,Machinery"
Michael Miller,supplier0815.primary@hotmail.com,supplier0815.secondary@hotmail.com,Individual,Advanced Group,BR140020578,+1-979-148-2420,"7008 Lake Lane, Dallas, NY 98946",Innovative solutions for modern business,https://www.supplier0815.com,+1-238-554-5527,+1-424-792-8126,+1-569-337-7209,Dallas,36.2675604,-112.517226,supplier0815@hotmail.com,Machinery
Digital Technologies,supplier0816.primary@gmail.com,supplier0816.secondary@gmail.com,Company,Digital Technologies,BR790371412,+1-837-635-8851,"8605 Cedar Avenue, Dallas, IL 14178",Industry-leading technology provider,https://www.supplier0816.com,+1-881-767-2615,+1-963-446-2064,+1-463-831-6016,Dallas,45.0673826,-90.769499,supplier0816@gmail.com,Electronics
James Williams,supplier0817.primary@gmail.com,supplier0817.secondary@gmail.com,Individual,Advanced Group,BR245320583,+1-646-711-1304,"6156 Park Road, Los Angeles, MI 31218",Comprehensive product range and services,https://www.supplier0817.com,+1-831-550-7861,+1-594-846-2179,+1-915-918-2286,Los Angeles,33.0522176,-71.889376,supplier0817@gmail.com,"Furniture,IT Equipment,Safety Equipment"
Emily Martinez,supplier0818.primary@business.com,supplier0818.secondary@business.com,Individual,Advanced Enterprises,BR352114744,+1-472-367-1962,"2614 Hill Boulevard, Houston, CA 85715",Comprehensive product range and services,https://www.supplier0818.com,+1-319-483-3249,+1-944-942-2238,+1-874-798-4311,Houston,25.9966748,-107.113954,supplier0818@business.com,"Safety Equipment,Electronics"
International Enterprises,supplier0819.primary@gmail.com,supplier0819.secondary@gmail.com,Company,International Enterprises,BR259387577,+1-259-276-5923,"6214 Park Lane, Phoenix, MI 45089",Professional grade equipment supplier,https://www.supplier0819.com,+1-217-931-6253,+1-662-518-3725,+1-339-422-6703,Phoenix,46.1431493,-124.568455,supplier0819@gmail.com,"Furniture,Electronics,Medical Supplies"
John Williams,supplier0820.primary@yahoo.com,supplier0820.secondary@yahoo.com,Individual,International Corporation,BR313794731,+1-683-800-2756,"7712 Park Street, Chicago, NC 75823",Innovative solutions for modern business,https://www.supplier0820.com,+1-643-363-2743,+1-955-879-8031,+1-831-890-2297,Chicago,27.566056,-72.113242,supplier0820@yahoo.com,"Machinery,Stationery,Furniture"
Advanced Partners,supplier0821.primary@yahoo.com,supplier0821.secondary@yahoo.com,Company,Advanced Partners,BR237139844,+1-414-776-5492,"9998 Main Avenue, Houston, MI 97782",Premium quality equipment and supplies,https://www.supplier0821.com,+1-870-200-8852,+1-610-260-6278,+1-784-596-9278,Houston,45.3113641,-119.034899,supplier0821@yahoo.com,"Safety Equipment,Furniture"
United Partners,supplier0822.primary@hotmail.com,supplier0822.secondary@hotmail.com,Company,United Partners,BR960784551,+1-491-554-8919,"2765 Cedar Street, Houston, FL 48509",Professional grade equipment supplier,https://www.supplier0822.com,+1-644-484-7095,+1-995-348-1649,+1-412-586-6753,Houston,31.9355491,-108.926507,supplier0822@hotmail.com,"Electronics,IT Equipment"
International Partners,supplier0823.primary@yahoo.com,supplier0823.secondary@yahoo.com,Company,International Partners,BR820011496,+1-983-336-9401,"213 Park Street, San Jose, OH 90773",Leading supplier of quality products,https://www.supplier0823.com,+1-412-170-1788,+1-418-525-5857,+1-493-201-1247,San Jose,42.7614942,-96.835924,supplier0823@yahoo.com,"Stationery,Safety Equipment,Electronics"
Maria Johnson,supplier0824.primary@hotmail.com,supplier0824.secondary@hotmail.com,Individual,Advanced Systems,BR732443602,+1-217-793-8386,"4880 River Road, Philadelphia, NC 44808",Industry-leading technology provider,https://www.supplier0824.com,+1-930-117-4721,+1-700-161-4265,+1-831-817-6251,Philadelphia,48.0569807,-103.649913,supplier0824@hotmail.com,"Medical Supplies,Safety Equipment,Stationery"
James Williams,supplier0825.primary@yahoo.com,supplier0825.secondary@yahoo.com,Individual,Premier Technologies,BR480868859,+1-993-115-1720,"4244 Main Street, San Diego, GA 85711",Industry-leading technology provider,https://www.supplier0825.com,+1-612-149-1447,+1-734-258-1784,+1-598-224-9397,San Diego,38.9439112,-108.889472,supplier0825@yahoo.com,IT Equipment
Emily Smith,supplier0826.primary@gmail.com,supplier0826.secondary@gmail.com,Individual,Advanced Partners,BR709751082,+1-328-960-2157,"6604 Oak Avenue, New York, IL 13833",Premium quality equipment and supplies,https://www.supplier0826.com,+1-998-404-8779,+1-738-736-3219,+1-722-904-3130,New York,29.2113458,-111.146905,supplier0826@gmail.com,"Stationery,IT Equipment,Furniture"
Digital Corporation,supplier0827.primary@hotmail.com,supplier0827.secondary@hotmail.com,Company,Digital Corporation,BR166810434,+1-324-165-4277,"259 Main Drive, Los Angeles, TX 34626",Professional grade equipment supplier,https://www.supplier0827.com,+1-973-297-1082,+1-661-802-1068,+1-817-342-5334,Los Angeles,38.2197286,-76.465082,supplier0827@hotmail.com,"Medical Supplies,IT Equipment,Furniture"
Global Solutions,supplier0828.primary@hotmail.com,supplier0828.secondary@hotmail.com,Company,Global Solutions,BR148477177,+1-441-670-1480,"7370 Cedar Avenue, Houston, NC 81849",Innovative solutions for modern business,https://www.supplier0828.com,+1-604-184-9944,+1-293-778-4005,+1-280-705-8174,Houston,31.9716136,-103.519935,supplier0828@hotmail.com,"Furniture,IT Equipment,Electronics"
Smart Corporation,supplier0829.primary@yahoo.com,supplier0829.secondary@yahoo.com,Company,Smart Corporation,BR784146971,+1-600-264-7844,"8913 Park Boulevard, San Antonio, IL 88163",Industry-leading technology provider,https://www.supplier0829.com,+1-367-194-4319,+1-771-963-4896,+1-250-207-5659,San Antonio,48.6051379,-73.387845,supplier0829@yahoo.com,Medical Supplies
Premier Technologies,supplier0830.primary@business.com,supplier0830.secondary@business.com,Company,Premier Technologies,BR135393705,+1-653-728-9570,"7073 Maple Street, San Jose, PA 14726",Premium quality equipment and supplies,https://www.supplier0830.com,+1-956-152-7368,+1-539-874-9372,+1-696-171-6708,San Jose,36.2476899,-114.268601,supplier0830@business.com,"Stationery,Furniture,Electronics"
International Enterprises,supplier0831.primary@yahoo.com,supplier0831.secondary@yahoo.com,Company,International Enterprises,BR331392202,+1-971-433-3442,"9461 Main Road, Dallas, MI 32301",Industry-leading technology provider,https://www.supplier0831.com,+1-371-382-8785,+1-863-111-8566,+1-886-987-4462,Dallas,32.2527342,-101.817208,supplier0831@yahoo.com,"Electronics,Machinery"
United Partners,supplier0832.primary@hotmail.com,supplier0832.secondary@hotmail.com,Company,United Partners,BR349459352,+1-986-305-5724,"2618 Oak Lane, Phoenix, CA 39616",Comprehensive product range and services,https://www.supplier0832.com,+1-906-367-6256,+1-994-264-4225,+1-863-282-9903,Phoenix,42.8063534,-87.47866,supplier0832@hotmail.com,"Medical Supplies,Stationery,Furniture"
James Jones,supplier0833.primary@business.com,supplier0833.secondary@business.com,Individual,Premier Industries,BR160483605,+1-594-241-6740,"2464 Maple Drive, Los Angeles, GA 33632",Leading supplier of quality products,https://www.supplier0833.com,+1-749-177-1296,+1-310-769-7550,+1-516-528-5697,Los Angeles,35.4192547,-121.055543,supplier0833@business.com,Electronics
David Rodriguez,supplier0834.primary@hotmail.com,supplier0834.secondary@hotmail.com,Individual,Digital Solutions,BR785673840,+1-287-221-2739,"3179 River Boulevard, San Antonio, FL 12585",Leading supplier of quality products,https://www.supplier0834.com,+1-699-229-8873,+1-356-937-9215,+1-687-180-3265,San Antonio,27.446499,-97.188151,supplier0834@hotmail.com,"Machinery,Safety Equipment"
Sarah Miller,supplier0835.primary@hotmail.com,supplier0835.secondary@hotmail.com,Individual,Tech Technologies,BR398682743,+1-301-686-6964,"8911 Park Boulevard, Chicago, IL 77124",Comprehensive product range and services,https://www.supplier0835.com,+1-347-810-7377,+1-938-186-2467,+1-993-293-2141,Chicago,30.459781,-75.042706,supplier0835@hotmail.com,"Stationery,Safety Equipment"
Digital Technologies,supplier0836.primary@hotmail.com,supplier0836.secondary@hotmail.com,Company,Digital Technologies,BR951247603,+1-209-650-4293,"4053 Oak Drive, San Jose, NC 56211",Professional grade equipment supplier,https://www.supplier0836.com,+1-842-433-1813,+1-693-751-8880,+1-216-605-9990,San Jose,46.0282402,-87.285678,supplier0836@hotmail.com,"Furniture,IT Equipment"
Maria Miller,supplier0837.primary@yahoo.com,supplier0837.secondary@yahoo.com,Individual,International Systems,BR641903176,+1-896-143-5529,"2605 Oak Drive, San Antonio, NY 54829",Trusted partner for business solutions,https://www.supplier0837.com,+1-209-823-2462,+1-895-136-6428,+1-549-198-4970,San Antonio,48.2634262,-92.148701,supplier0837@yahoo.com,"Medical Supplies,Safety Equipment,Machinery"
Digital Systems,supplier0838.primary@yahoo.com,supplier0838.secondary@yahoo.com,Company,Digital Systems,BR368975617,+1-980-398-5227,"8918 Maple Avenue, Houston, NY 31326",Professional grade equipment supplier,https://www.supplier0838.com,+1-379-971-6636,+1-309-352-5566,+1-548-291-1335,Houston,46.0058172,-113.203378,supplier0838@yahoo.com,"IT Equipment,Stationery"
Digital Solutions,supplier0839.primary@hotmail.com,supplier0839.secondary@hotmail.com,Company,Digital Solutions,BR961269213,+1-464-610-7806,"5448 Oak Lane, Dallas, NC 30770",Premium quality equipment and supplies,https://www.supplier0839.com,+1-662-813-2843,+1-285-143-4180,+1-977-342-4032,Dallas,42.2090223,-86.816439,supplier0839@hotmail.com,"Safety Equipment,Machinery"
David Williams,supplier0840.primary@gmail.com,supplier0840.secondary@gmail.com,Individual,Global Corporation,BR496699989,+1-634-754-2891,"6460 Cedar Road, San Antonio, FL 80236",Trusted partner for business solutions,https://www.supplier0840.com,+1-651-324-9954,+1-658-442-5777,+1-575-289-1391,San Antonio,29.88657,-91.514188,supplier0840@gmail.com,"Safety Equipment,IT Equipment"
Maria Miller,supplier0841.primary@hotmail.com,supplier0841.secondary@hotmail.com,Individual,Smart Solutions,BR171198196,+1-792-699-7116,"8459 River Boulevard, San Diego, GA 68078",Professional grade equipment supplier,https://www.supplier0841.com,+1-583-837-9500,+1-765-270-8332,+1-822-880-5060,San Diego,37.1155768,-96.2835,supplier0841@hotmail.com,"Furniture,Safety Equipment,Stationery"
United Corporation,supplier0842.primary@yahoo.com,supplier0842.secondary@yahoo.com,Company,United Corporation,BR770341480,+1-907-114-1035,"6461 Oak Lane, San Jose, TX 38222",Trusted partner for business solutions,https://www.supplier0842.com,+1-918-625-7754,+1-395-290-5110,+1-827-845-9915,San Jose,47.6943259,-98.356594,supplier0842@yahoo.com,Electronics
Digital Technologies,supplier0843.primary@business.com,supplier0843.secondary@business.com,Company,Digital Technologies,BR959545880,+1-529-819-8957,"1240 Park Street, Los Angeles, CA 60893",Professional grade equipment supplier,https://www.supplier0843.com,+1-746-333-8527,+1-976-572-2429,+1-384-872-1102,Los Angeles,40.1801737,-79.576211,supplier0843@business.com,"Furniture,Stationery"
Maria Garcia,supplier0844.primary@yahoo.com,supplier0844.secondary@yahoo.com,Individual,Smart Enterprises,BR491396728,+1-369-236-4813,"1348 Cedar Drive, New York, IL 36419",Premium quality equipment and supplies,https://www.supplier0844.com,+1-955-585-5525,+1-856-118-6295,+1-949-372-1616,New York,39.2461735,-79.663115,supplier0844@yahoo.com,Electronics
Digital Solutions,supplier0845.primary@business.com,supplier0845.secondary@business.com,Company,Digital Solutions,BR482772811,+1-629-836-4740,"6789 River Street, New York, GA 73934",Industry-leading technology provider,https://www.supplier0845.com,+1-666-855-6565,+1-490-350-6847,+1-315-762-8671,New York,32.9584096,-124.403158,supplier0845@business.com,"IT Equipment,Medical Supplies,Electronics"
Digital Industries,supplier0846.primary@business.com,supplier0846.secondary@business.com,Company,Digital Industries,BR671677010,+1-518-797-5695,"8523 Cedar Boulevard, Phoenix, PA 39067",Excellence in product delivery,https://www.supplier0846.com,+1-508-484-4269,+1-281-157-9884,+1-645-259-4755,Phoenix,43.3155883,-101.987315,supplier0846@business.com,"Safety Equipment,Electronics,Medical Supplies"
Lisa Garcia,supplier0847.primary@yahoo.com,supplier0847.secondary@yahoo.com,Individual,Global Partners,BR674640107,+1-620-454-7460,"6905 Lake Lane, Phoenix, CA 35057",Leading supplier of quality products,https://www.supplier0847.com,+1-414-276-9339,+1-977-679-3578,+1-800-897-2284,Phoenix,26.5433629,-67.511202,supplier0847@yahoo.com,Stationery
David Miller,supplier0848.primary@business.com,supplier0848.secondary@business.com,Individual,International Technologies,BR570315124,+1-298-728-6406,"5893 Oak Boulevard, San Jose, GA 53759",Premium quality equipment and supplies,https://www.supplier0848.com,+1-662-597-3735,+1-773-390-6512,+1-642-207-6710,San Jose,46.6697718,-112.539967,supplier0848@business.com,"IT Equipment,Stationery,Furniture"
James Jones,supplier0849.primary@gmail.com,supplier0849.secondary@gmail.com,Individual,Tech Industries,BR797901669,+1-473-269-1785,"3287 Oak Road, Phoenix, NC 66929",Premium quality equipment and supplies,https://www.supplier0849.com,+1-854-405-2364,+1-318-380-7024,+1-985-216-5434,Phoenix,45.8544643,-93.43969,supplier0849@gmail.com,"Electronics,Stationery,Medical Supplies"
Lisa Williams,supplier0850.primary@gmail.com,supplier0850.secondary@gmail.com,Individual,Advanced Systems,BR265512558,+1-664-885-1672,"7783 Lake Boulevard, San Antonio, CA 86019",Professional grade equipment supplier,https://www.supplier0850.com,+1-709-910-6880,+1-697-977-8924,+1-276-550-2743,San Antonio,46.2791745,-77.201136,supplier0850@gmail.com,Safety Equipment
